-96.33,30.63,Job
-96.33,30.63,Jobs
-96.33,30.63,Hiring
-122.42,37.78,HalebThursdays
-119.79,39.49,gsmcon
-0.15,50.83,Liverpool
-0.15,50.83,stunning
37.62,55.76,trndnl
-77.47,37.28,RylandLynch
-71.33,10.21,F4F
-71.33,10.21,TFB_Cats
-71.33,10.21,TEAMGATITO
-71.33,10.21,FOLLOW
-71.33,10.21,TFB_Cats
101.54,3.09,happy430
101.54,3.09,semakintua
-98.56,29.36,coffee
-98.56,29.36,Butts
8.74,48.90,147sf
8.74,48.90,ilovesnooker
-74.46,39.36,BeerMenus
121.04,14.55,metime
-81.39,30.23,sawyercellars
-81.39,30.23,winetasting
-81.39,30.23,twpvb
-73.96,40.77,tb2yesterday
-74.00,40.77,breakfast
-74.00,40.77,MSCdivina
-74.00,40.77,fruit
-74.00,40.77,bird
121.11,14.69,WalaKangBalls
103.60,-1.61,photo
103.60,-1.61,me
103.60,-1.61,style
103.60,-1.61,fun
103.60,-1.61,music
-46.64,-23.52,Repost
-46.64,-23.52,weddingbrasil2015
-46.64,-23.52,galeratop
-73.78,40.92,ShortCutToPuertoRico
-90.19,41.84,Smores
-90.19,41.84,Chocolate
-90.19,41.84,GrahamCracker
-90.19,41.84,Marshmallow
-96.35,30.66,tbt
107.62,-6.90,kulinerbandung
107.62,-6.90,bakerstreet
107.62,-6.90,sandwich
-98.38,30.59,thesartorialist
-98.38,30.59,streetstyle
-98.38,30.59,fashion
-98.38,30.59,art
-98.38,30.59,Artist
-98.38,30.59,design
-98.38,30.59,moda
103.85,1.29,Singapore
-73.25,42.45,Pittsfield
-73.25,42.45,internship
-73.25,42.45,Job
-73.25,42.45,Jobs
-73.25,42.45,Hiring
120.93,14.40,thankfulthursday
120.93,14.40,grateful
-75.87,43.05,GottaLoveBuddy
-80.94,35.21,LayoverProblems
-93.30,45.07,supplierdiversity
-85.27,35.05,trains
-85.27,35.05,cleandiesel
-85.27,35.05,railroad
-85.27,35.05,chattanooga
121.07,14.70,CatholicLiedAboutPeter
-76.42,36.79,tbt
125.00,11.22,BestFandomCA2015
125.00,11.22,ChosenMusicAwards
125.00,11.22,Directioners
125.00,11.22,MelhorFandomCPCOM
125.00,11.22,CelebrityAwards2015
-5.04,50.14,Cornish
-5.04,50.14,history
-5.04,50.14,sea
-5.04,50.14,falmouth
-73.91,40.69,tbt
-90.30,38.79,Tbt
-82.32,29.65,Gainesville
-82.32,29.65,Nursing
-82.32,29.65,Job
-90.30,38.65,theAssemble
-90.30,38.65,May1st
153.44,-28.03,Procamapp
153.44,-28.03,Gold
153.44,-28.03,Coast
153.44,-28.03,GoldCoast
-0.19,51.53,Excel
-0.19,51.53,Bastille
-0.19,51.53,IndiRock
-0.19,51.53,Marketing
-0.19,51.53,conference
121.92,11.97,Laboracay
-122.35,47.03,MtRainier
-122.35,47.03,PNW
-122.35,47.03,country
-122.35,47.03,GrahamLife
-87.80,42.02,Niles
-87.80,42.02,Retail
-87.80,42.02,Job
-87.80,42.02,Jobs
-87.80,42.02,Hiring
-87.80,42.02,TweetMyJobs
-97.42,35.43,tinkerairforcebase
-74.12,40.93,flhs
121.02,14.56,latepost
121.02,14.56,oneoftheboysforevsss
121.14,14.09,McDoDesserts
121.14,14.09,MayPac
-81.10,32.08,scadmoa
-81.10,32.08,scad
-81.10,32.08,shadow
-81.10,32.08,light
-81.10,32.08,shadowoflight
-81.10,32.08,scadarch
-81.10,32.08,savannah
-81.10,32.08,savannahga
-81.10,32.08,ilookup
-0.09,51.53,BreakingSelfiesBeforeItWasCool
-73.69,42.73,troyny
-65.63,18.36,puertorico
-73.93,40.75,FortuneArtsFestival
-73.93,40.75,TheCastle
-73.93,40.75,LIC
-73.93,40.75,Queens
-73.97,40.75,NYC
55.28,25.20,honeymoon
55.28,25.20,husbandbuys
55.28,25.20,shopping
55.28,25.20,dubai
55.28,25.20,dubaimall
55.28,25.20,karmakafe
-79.75,35.62,formingapu_
9.19,48.69,Stuttgart
106.85,-6.20,fridaynight
-94.69,46.73,Sales
-94.69,46.73,Job
-94.69,46.73,MINNESOTA
-94.69,46.73,Jobs
-76.66,39.35,earthquake
-76.66,39.35,LosAngeles
-76.66,39.35,CarsonCalofornia
125.00,11.22,BestFandomCA2015
125.00,11.22,ChosenMusicAwards
125.00,11.22,Directioners
125.00,11.22,MelhorFandomCPCOM
125.00,11.22,CelebrityAwards2015
107.62,-6.90,hijabfest3015
107.62,-6.90,day1
-73.98,40.76,MikeJsDayOff
39.22,21.75,NoCrop
39.22,21.75,الان
39.22,21.75,تصوير
39.22,21.75,فلم
39.22,21.75,احنا_شبابك
39.22,21.75,جامعة_الملك_عبدالعزيز
-0.56,51.33,Woking
-80.13,25.79,travelmore
-80.13,25.79,shore
-80.13,25.79,miami
36.88,-1.28,Baltimore
36.88,-1.28,US
36.88,-1.28,Libya
36.88,-1.28,Iraq
36.88,-1.28,Afghanistan
36.88,-1.28,Vietnam
36.88,-1.28,Yemen
-90.22,38.65,Pharmaceutical
-90.22,38.65,Job
-90.22,38.65,SaintLouis
-90.22,38.65,clinicaltrial
-90.22,38.65,Jobs
-90.22,38.65,Hiring
-90.22,38.65,TweetMyJobs
110.58,-7.72,vsco
110.58,-7.72,vscocam
110.58,-7.72,vscogram
110.58,-7.72,vscomoment
